日期,天气历史,当天气,行动,目标节点,鲁棒价值,名义价值
10,SHSSHHHSSH,高温,终止,13,9350.0,9350.0
10,SHSSHHHSHS,晴朗,终止,13,9350.0,9350.0
10,SHSSHHHSHH,高温,终止,13,9350.0,9350.0
10,SHSSHHHHSS,晴朗,终止,13,9350.0,9350.0
10,SHSSHHHHSH,高温,终止,13,9350.0,9350.0
10,SHSSHHHHHS,晴朗,终止,13,9350.0,9350.0
10,SHSSHHHHHH,高温,终止,13,9350.0,9350.0
10,SHSHSSSSSS,晴朗,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSSSSH,高温,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSSSHS,晴朗,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSSSHH,高温,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSSHSS,晴朗,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSSHSH,高温,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSSHHS,晴朗,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSSHHH,高温,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSHSSS,晴朗,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSHSSH,高温,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSHSHS,晴朗,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSHSHH,高温,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSHHSS,晴朗,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSHHSH,高温,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSHHHS,晴朗,终止,13,9349.999999999998,9349.999999999998
10,SHSHSSHHHH,高温,终止,13,9349.999999999998,9349.999999999998
10,SHSHSHSSSS,晴朗,终止,13,9350.0,9350.0
10,SHSHSHSSSH,高温,终止,13,9350.0,9350.0
10,SHSHSHSSHS,晴朗,终止,13,9350.0,9350.0
10,SHSHSHSSHH,高温,终止,13,9350.0,9350.0
10,SHSHSHSHSS,晴朗,终止,13,9350.0,9350.0
10,SHSHSHSHSH,高温,终止,13,9350.0,9350.0
10,SHSHSHSHHS,晴朗,终止,13,9350.0,9350.0
10,SHSHSHSHHH,高温,终止,13,9350.0,9350.0
10,SHSHSHHSSS,晴朗,终止,13,9350.0,9350.0
10,SHSHSHHSSH,高温,终止,13,9350.0,9350.0
10,SHSHSHHSHS,晴朗,终止,13,9350.0,9350.0
10,SHSHSHHSHH,高温,终止,13,9350.0,9350.0
10,SHSHSHHHSS,晴朗,终止,13,9350.0,9350.0
10,SHSHSHHHSH,高温,终止,13,9350.0,9350.0
10,SHSHSHHHHS,晴朗,终止,13,9350.0,9350.0
10,SHSHSHHHHH,高温,终止,13,9350.0,9350.0
10,SHSHHSSSSS,晴朗,终止,13,9350.0,9350.0
10,SHSHHSSSSH,高温,终止,13,9350.0,9350.0
10,SHSHHSSSHS,晴朗,终止,13,9350.0,9350.0
10,SHSHHSSSHH,高温,终止,13,9350.0,9350.0
10,SHSHHSSHSS,晴朗,终止,13,9350.0,9350.0
10,SHSHHSSHSH,高温,终止,13,9350.0,9350.0
10,SHSHHSSHHS,晴朗,终止,13,9350.0,9350.0
10,SHSHHSSHHH,高温,终止,13,9350.0,9350.0
10,SHSHHSHSSS,晴朗,终止,13,9350.0,9350.0
10,SHSHHSHSSH,高温,终止,13,9350.0,9350.0
10,SHSHHSHSHS,晴朗,终止,13,9350.0,9350.0
10,SHSHHSHSHH,高温,终止,13,9350.0,9350.0
10,SHSHHSHHSS,晴朗,终止,13,9350.0,9350.0
10,SHSHHSHHSH,高温,终止,13,9350.0,9350.0
10,SHSHHSHHHS,晴朗,终止,13,9350.0,9350.0
10,SHSHHSHHHH,高温,终止,13,9350.0,9350.0
10,SHSHHHSSSS,晴朗,终止,13,9350.0,9350.0
10,SHSHHHSSSH,高温,终止,13,9350.0,9350.0
10,SHSHHHSSHS,晴朗,终止,13,9350.0,9350.0
10,SHSHHHSSHH,高温,终止,13,9350.0,9350.0
10,SHSHHHSHSS,晴朗,终止,13,9350.000000000002,9350.000000000002
10,SHSHHHSHSH,高温,终止,13,9350.000000000002,9350.000000000002
10,SHSHHHSHHS,晴朗,终止,13,9350.000000000002,9350.000000000002
10,SHSHHHSHHH,高温,终止,13,9350.000000000002,9350.000000000002
10,SHSHHHHSSS,晴朗,终止,13,9350.0,9350.0
10,SHSHHHHSSH,高温,终止,13,9350.0,9350.0
10,SHSHHHHSHS,晴朗,终止,13,9350.0,9350.0
10,SHSHHHHSHH,高温,终止,13,9350.0,9350.0
10,SHSHHHHHSS,晴朗,终止,13,9350.000000000002,9350.000000000002
10,SHSHHHHHSH,高温,终止,13,9350.000000000002,9350.000000000002
10,SHSHHHHHHS,晴朗,终止,13,9350.000000000002,9350.000000000002
10,SHSHHHHHHH,高温,终止,13,9350.000000000002,9350.000000000002
10,SHHSSSSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSSSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSSSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSSHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSSHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSSHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSSHHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSHSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSHSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSHSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSHSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSHHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSHHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSHHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSSHHHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHSSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHSSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHSHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHSHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHSHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHSHHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHHSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHHSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHHSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHHSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHHHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHHHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHHHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSSHHHHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSSSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSSSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSSHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSSHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSSHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSSHHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSHSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSHSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSHSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSHSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSHHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSHHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSHHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSHSHHHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSHHSSSS,晴朗,终止,13,9270.0,9270.0
10,SHHSHHSSSH,高温,终止,13,9270.0,9270.0
10,SHHSHHSSHS,晴朗,终止,13,9270.0,9270.0
10,SHHSHHSSHH,高温,终止,13,9270.0,9270.0
10,SHHSHHSHSS,晴朗,终止,13,9270.0,9270.0
10,SHHSHHSHSH,高温,终止,13,9270.0,9270.0
10,SHHSHHSHHS,晴朗,终止,13,9270.0,9270.0
10,SHHSHHSHHH,高温,终止,13,9270.0,9270.0
10,SHHSHHHSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSHHHSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSHHHSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHSHHHSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHSHHHHSS,晴朗,终止,13,9269.999999999996,9269.999999999996
10,SHHSHHHHSH,高温,终止,13,9269.999999999996,9269.999999999996
10,SHHSHHHHHS,晴朗,终止,13,9270.000000000002,9270.000000000002
10,SHHSHHHHHH,高温,终止,13,9270.0,9270.0
10,SHHHSSSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSSSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSSSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSSHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSSHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSSHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSSHHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSHSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSHSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSHSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSHSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSHHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSHHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSSHHHS,晴朗,终止,13,9270.0,9270.0
10,SHHHSSHHHH,高温,终止,13,9270.0,9270.0
10,SHHHSHSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSHSSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSHSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSHSSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSHSHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSHSHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSHSHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSHSHHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSHHSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSHHSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSHHSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHSHHSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHSHHHSS,晴朗,终止,13,9270.0,9270.0
10,SHHHSHHHSH,高温,终止,13,9270.0,9270.0
10,SHHHSHHHHS,晴朗,终止,13,9270.000000000002,9270.000000000002
10,SHHHSHHHHH,高温,终止,13,9270.000000000002,9270.000000000002
10,SHHHHSSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHHSSSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHHSSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHHSSSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHHSSHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHHSSHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHHSSHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHHSSHHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHHSHSSS,晴朗,终止,13,9270.0,9270.0
10,SHHHHSHSSH,高温,终止,13,9270.0,9270.0
10,SHHHHSHSHS,晴朗,终止,13,9270.0,9270.0
10,SHHHHSHSHH,高温,终止,13,9270.0,9270.0
10,SHHHHSHHSS,晴朗,终止,13,9270.0,9270.0
10,SHHHHSHHSH,高温,终止,13,9270.0,9270.0
10,SHHHHSHHHS,晴朗,终止,13,9270.0,9270.0
10,SHHHHSHHHH,高温,终止,13,9270.0,9270.0
10,SHHHHHSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHHHSSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHHHSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHHHSSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHHHSHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHHHSHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHHHSHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHHHSHHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHHHHSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHHHHSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHHHHSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,SHHHHHHSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,SHHHHHHHSS,晴朗,终止,13,9270.0,9270.0
10,SHHHHHHHSH,高温,终止,13,9270.0,9270.0
10,SHHHHHHHHS,晴朗,终止,13,9270.0,9270.0
10,SHHHHHHHHH,高温,终止,13,9270.0,9270.0
10,HSSSSSSSSS,晴朗,终止,13,9350.0,9350.0
10,HSSSSSSSSH,高温,终止,13,9350.0,9350.0
10,HSSSSSSSHS,晴朗,终止,13,9350.0,9350.0
10,HSSSSSSSHH,高温,终止,13,9350.0,9350.0
10,HSSSSSSHSS,晴朗,终止,13,9350.0,9350.0
10,HSSSSSSHSH,高温,终止,13,9350.0,9350.0
10,HSSSSSSHHS,晴朗,终止,13,9350.0,9350.0
10,HSSSSSSHHH,高温,终止,13,9350.0,9350.0
10,HSSSSSHSSS,晴朗,终止,13,9350.0,9350.0
10,HSSSSSHSSH,高温,终止,13,9350.0,9350.0
10,HSSSSSHSHS,晴朗,终止,13,9350.0,9350.0
10,HSSSSSHSHH,高温,终止,13,9350.0,9350.0
10,HSSSSSHHSS,晴朗,终止,13,9350.0,9350.0
10,HSSSSSHHSH,高温,终止,13,9350.0,9350.0
10,HSSSSSHHHS,晴朗,终止,13,9350.0,9350.0
10,HSSSSSHHHH,高温,终止,13,9350.0,9350.0
10,HSSSSHSSSS,晴朗,终止,13,9350.0,9350.0
10,HSSSSHSSSH,高温,终止,13,9350.0,9350.0
10,HSSSSHSSHS,晴朗,终止,13,9350.0,9350.0
10,HSSSSHSSHH,高温,终止,13,9350.0,9350.0
10,HSSSSHSHSS,晴朗,终止,13,9350.0,9350.0
10,HSSSSHSHSH,高温,终止,13,9350.0,9350.0
10,HSSSSHSHHS,晴朗,终止,13,9350.0,9350.0
10,HSSSSHSHHH,高温,终止,13,9350.0,9350.0
10,HSSSSHHSSS,晴朗,终止,13,9350.0,9350.0
10,HSSSSHHSSH,高温,终止,13,9350.0,9350.0
10,HSSSSHHSHS,晴朗,终止,13,9350.0,9350.0
10,HSSSSHHSHH,高温,终止,13,9350.0,9350.0
10,HSSSSHHHSS,晴朗,终止,13,9350.0,9350.0
10,HSSSSHHHSH,高温,终止,13,9350.0,9350.0
10,HSSSSHHHHS,晴朗,终止,13,9350.0,9350.0
10,HSSSSHHHHH,高温,终止,13,9350.0,9350.0
10,HSSSHSSSSS,晴朗,终止,13,9350.0,9350.0
10,HSSSHSSSSH,高温,终止,13,9350.0,9350.0
10,HSSSHSSSHS,晴朗,终止,13,9350.0,9350.0
10,HSSSHSSSHH,高温,终止,13,9350.0,9350.0
10,HSSSHSSHSS,晴朗,终止,13,9350.0,9350.0
10,HSSSHSSHSH,高温,终止,13,9350.0,9350.0
10,HSSSHSSHHS,晴朗,终止,13,9350.0,9350.0
10,HSSSHSSHHH,高温,终止,13,9350.0,9350.0
10,HSSSHSHSSS,晴朗,终止,13,9350.0,9350.0
10,HSSSHSHSSH,高温,终止,13,9350.0,9350.0
10,HSSSHSHSHS,晴朗,终止,13,9350.0,9350.0
10,HSSSHSHSHH,高温,终止,13,9350.0,9350.0
10,HSSSHSHHSS,晴朗,终止,13,9350.0,9350.0
10,HSSSHSHHSH,高温,终止,13,9350.0,9350.0
10,HSSSHSHHHS,晴朗,终止,13,9350.0,9350.0
10,HSSSHSHHHH,高温,终止,13,9350.0,9350.0
10,HSSSHHSSSS,晴朗,终止,13,9350.0,9350.0
10,HSSSHHSSSH,高温,终止,13,9350.0,9350.0
10,HSSSHHSSHS,晴朗,终止,13,9350.0,9350.0
10,HSSSHHSSHH,高温,终止,13,9350.0,9350.0
10,HSSSHHSHSS,晴朗,终止,13,9350.0,9350.0
10,HSSSHHSHSH,高温,终止,13,9350.0,9350.0
10,HSSSHHSHHS,晴朗,终止,13,9350.0,9350.0
10,HSSSHHSHHH,高温,终止,13,9350.0,9350.0
10,HSSSHHHSSS,晴朗,终止,13,9350.0,9350.0
10,HSSSHHHSSH,高温,终止,13,9350.0,9350.0
10,HSSSHHHSHS,晴朗,终止,13,9350.0,9350.0
10,HSSSHHHSHH,高温,终止,13,9350.0,9350.0
10,HSSSHHHHSS,晴朗,终止,13,9350.0,9350.0
10,HSSSHHHHSH,高温,终止,13,9350.0,9350.0
10,HSSSHHHHHS,晴朗,终止,13,9350.0,9350.0
10,HSSSHHHHHH,高温,终止,13,9350.0,9350.0
10,HSSHSSSSSS,晴朗,终止,13,9350.0,9350.0
10,HSSHSSSSSH,高温,终止,13,9350.0,9350.0
10,HSSHSSSSHS,晴朗,终止,13,9350.0,9350.0
10,HSSHSSSSHH,高温,终止,13,9350.0,9350.0
10,HSSHSSSHSS,晴朗,终止,13,9350.0,9350.0
10,HSSHSSSHSH,高温,终止,13,9350.0,9350.0
10,HSSHSSSHHS,晴朗,终止,13,9350.0,9350.0
10,HSSHSSSHHH,高温,终止,13,9350.0,9350.0
10,HSSHSSHSSS,晴朗,终止,13,9350.0,9350.0
10,HSSHSSHSSH,高温,终止,13,9350.0,9350.0
10,HSSHSSHSHS,晴朗,终止,13,9350.0,9350.0
10,HSSHSSHSHH,高温,终止,13,9350.0,9350.0
10,HSSHSSHHSS,晴朗,终止,13,9350.0,9350.0
10,HSSHSSHHSH,高温,终止,13,9350.0,9350.0
10,HSSHSSHHHS,晴朗,终止,13,9350.0,9350.0
10,HSSHSSHHHH,高温,终止,13,9350.0,9350.0
10,HSSHSHSSSS,晴朗,终止,13,9350.0,9350.0
10,HSSHSHSSSH,高温,终止,13,9350.0,9350.0
10,HSSHSHSSHS,晴朗,终止,13,9350.0,9350.0
10,HSSHSHSSHH,高温,终止,13,9350.0,9350.0
10,HSSHSHSHSS,晴朗,终止,13,9350.0,9350.0
10,HSSHSHSHSH,高温,终止,13,9350.0,9350.0
10,HSSHSHSHHS,晴朗,终止,13,9350.0,9350.0
10,HSSHSHSHHH,高温,终止,13,9350.0,9350.0
10,HSSHSHHSSS,晴朗,终止,13,9350.0,9350.0
10,HSSHSHHSSH,高温,终止,13,9350.0,9350.0
10,HSSHSHHSHS,晴朗,终止,13,9350.0,9350.0
10,HSSHSHHSHH,高温,终止,13,9350.0,9350.0
10,HSSHSHHHSS,晴朗,终止,13,9350.0,9350.0
10,HSSHSHHHSH,高温,终止,13,9350.0,9350.0
10,HSSHSHHHHS,晴朗,终止,13,9350.0,9350.0
10,HSSHSHHHHH,高温,终止,13,9350.0,9350.0
10,HSSHHSSSSS,晴朗,终止,13,9350.0,9350.0
10,HSSHHSSSSH,高温,终止,13,9350.0,9350.0
10,HSSHHSSSHS,晴朗,终止,13,9350.0,9350.0
10,HSSHHSSSHH,高温,终止,13,9350.0,9350.0
10,HSSHHSSHSS,晴朗,终止,13,9350.0,9350.0
10,HSSHHSSHSH,高温,终止,13,9350.0,9350.0
10,HSSHHSSHHS,晴朗,终止,13,9350.0,9350.0
10,HSSHHSSHHH,高温,终止,13,9350.0,9350.0
10,HSSHHSHSSS,晴朗,终止,13,9350.0,9350.0
10,HSSHHSHSSH,高温,终止,13,9350.0,9350.0
10,HSSHHSHSHS,晴朗,终止,13,9350.0,9350.0
10,HSSHHSHSHH,高温,终止,13,9350.0,9350.0
10,HSSHHSHHSS,晴朗,终止,13,9350.0,9350.0
10,HSSHHSHHSH,高温,终止,13,9350.0,9350.0
10,HSSHHSHHHS,晴朗,终止,13,9350.0,9350.0
10,HSSHHSHHHH,高温,终止,13,9350.0,9350.0
10,HSSHHHSSSS,晴朗,终止,13,9350.0,9350.0
10,HSSHHHSSSH,高温,终止,13,9350.0,9350.0
10,HSSHHHSSHS,晴朗,终止,13,9350.0,9350.0
10,HSSHHHSSHH,高温,终止,13,9350.0,9350.0
10,HSSHHHSHSS,晴朗,终止,13,9350.0,9350.0
10,HSSHHHSHSH,高温,终止,13,9350.0,9350.0
10,HSSHHHSHHS,晴朗,终止,13,9350.0,9350.0
10,HSSHHHSHHH,高温,终止,13,9350.0,9350.0
10,HSSHHHHSSS,晴朗,终止,13,9350.0,9350.0
10,HSSHHHHSSH,高温,终止,13,9350.0,9350.0
10,HSSHHHHSHS,晴朗,终止,13,9350.0,9350.0
10,HSSHHHHSHH,高温,终止,13,9350.0,9350.0
10,HSSHHHHHSS,晴朗,终止,13,9350.0,9350.0
10,HSSHHHHHSH,高温,终止,13,9350.0,9350.0
10,HSSHHHHHHS,晴朗,终止,13,9350.0,9350.0
10,HSSHHHHHHH,高温,终止,13,9350.0,9350.0
10,HSHSSSSSSS,晴朗,终止,13,9270.0,9270.0
10,HSHSSSSSSH,高温,终止,13,9270.0,9270.0
10,HSHSSSSSHS,晴朗,终止,13,9270.0,9270.0
10,HSHSSSSSHH,高温,终止,13,9270.0,9270.0
10,HSHSSSSHSS,晴朗,终止,13,9270.0,9270.0
10,HSHSSSSHSH,高温,终止,13,9270.0,9270.0
10,HSHSSSSHHS,晴朗,终止,13,9270.0,9270.0
10,HSHSSSSHHH,高温,终止,13,9270.0,9270.0
10,HSHSSSHSSS,晴朗,终止,13,9270.0,9270.0
10,HSHSSSHSSH,高温,终止,13,9270.0,9270.0
10,HSHSSSHSHS,晴朗,终止,13,9270.0,9270.0
10,HSHSSSHSHH,高温,终止,13,9270.0,9270.0
10,HSHSSSHHSS,晴朗,终止,13,9270.0,9270.0
10,HSHSSSHHSH,高温,终止,13,9270.0,9270.0
10,HSHSSSHHHS,晴朗,终止,13,9270.0,9270.0
10,HSHSSSHHHH,高温,终止,13,9270.0,9270.0
10,HSHSSHSSSS,晴朗,终止,13,9270.0,9270.0
10,HSHSSHSSSH,高温,终止,13,9270.0,9270.0
10,HSHSSHSSHS,晴朗,终止,13,9270.0,9270.0
10,HSHSSHSSHH,高温,终止,13,9270.0,9270.0
10,HSHSSHSHSS,晴朗,终止,13,9270.0,9270.0
10,HSHSSHSHSH,高温,终止,13,9270.0,9270.0
10,HSHSSHSHHS,晴朗,终止,13,9270.0,9270.0
10,HSHSSHSHHH,高温,终止,13,9270.0,9270.0
10,HSHSSHHSSS,晴朗,终止,13,9270.0,9270.0
10,HSHSSHHSSH,高温,终止,13,9270.0,9270.0
10,HSHSSHHSHS,晴朗,终止,13,9270.0,9270.0
10,HSHSSHHSHH,高温,终止,13,9270.0,9270.0
10,HSHSSHHHSS,晴朗,终止,13,9270.0,9270.0
10,HSHSSHHHSH,高温,终止,13,9270.0,9270.0
10,HSHSSHHHHS,晴朗,终止,13,9270.0,9270.0
10,HSHSSHHHHH,高温,终止,13,9270.0,9270.0
10,HSHSHSSSSS,晴朗,终止,13,9270.0,9270.0
10,HSHSHSSSSH,高温,终止,13,9270.0,9270.0
10,HSHSHSSSHS,晴朗,终止,13,9270.0,9270.0
10,HSHSHSSSHH,高温,终止,13,9270.0,9270.0
10,HSHSHSSHSS,晴朗,终止,13,9270.0,9270.0
10,HSHSHSSHSH,高温,终止,13,9270.0,9270.0
10,HSHSHSSHHS,晴朗,终止,13,9270.0,9270.0
10,HSHSHSSHHH,高温,终止,13,9270.0,9270.0
10,HSHSHSHSSS,晴朗,终止,13,9270.0,9270.0
10,HSHSHSHSSH,高温,终止,13,9270.0,9270.0
10,HSHSHSHSHS,晴朗,终止,13,9270.0,9270.0
10,HSHSHSHSHH,高温,终止,13,9270.0,9270.0
10,HSHSHSHHSS,晴朗,终止,13,9270.0,9270.0
10,HSHSHSHHSH,高温,终止,13,9270.0,9270.0
10,HSHSHSHHHS,晴朗,终止,13,9270.0,9270.0
10,HSHSHSHHHH,高温,终止,13,9270.0,9270.0
10,HSHSHHSSSS,晴朗,终止,13,9270.0,9270.0
10,HSHSHHSSSH,高温,终止,13,9270.0,9270.0
10,HSHSHHSSHS,晴朗,终止,13,9270.0,9270.0
10,HSHSHHSSHH,高温,终止,13,9270.0,9270.0
10,HSHSHHSHSS,晴朗,终止,13,9270.0,9270.0
10,HSHSHHSHSH,高温,终止,13,9270.0,9270.0
10,HSHSHHSHHS,晴朗,终止,13,9270.0,9270.0
10,HSHSHHSHHH,高温,终止,13,9270.0,9270.0
10,HSHSHHHSSS,晴朗,终止,13,9270.0,9270.0
10,HSHSHHHSSH,高温,终止,13,9270.0,9270.0
10,HSHSHHHSHS,晴朗,终止,13,9270.0,9270.0
10,HSHSHHHSHH,高温,终止,13,9270.0,9270.0
10,HSHSHHHHSS,晴朗,终止,13,9270.0,9270.0
10,HSHSHHHHSH,高温,终止,13,9270.0,9270.0
10,HSHSHHHHHS,晴朗,终止,13,9270.0,9270.0
10,HSHSHHHHHH,高温,终止,13,9270.0,9270.0
10,HSHHSSSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSSSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSSSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSSHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSSHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSSHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSSHHH,高温,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSHSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSHSSH,高温,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSHSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSHSHH,高温,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSHHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSHHSH,高温,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSHHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,HSHHSSHHHH,高温,终止,13,9269.999999999998,9269.999999999998
10,HSHHSHSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
10,HSHHSHSSSH,高温,终止,13,9269.999999999998,9269.999999999998
